collection,budget,genre,language,title,production_companies,release_date,revenue,runtime,rating
Ace Ventura Collection,7500000,Comedy,en,Ace Ventura Jr: Pet Detective,#VALUE!,03-03-09,0,93.0,E
,0,Animation,en,Next Avengers: Heroes of Tomorrow,Marvel Studios,02-09-08,3800000,78.0,C
Universal Soldier Collection,0,Action,en,Universal Soldier II: Brothers in Arms,#VALUE!,27-09-98,0,92.0,D
The Boogeyman Collection,0,Horror,en,Boogeyman 3,Ghost House Pictures,17-10-08,0,94.0,D
,0,Drama,en,A Simple Promise,#VALUE!,27-05-08,0,95.0,E
,0,Comedy,en,Ryan and Sean's Not So Excellent Adventure,#VALUE!,14-11-08,0,78.0,C
,0,Horror,ja,Kuroyuri danchi,Nikkatsu,13-05-13,0,106.0,D
,0,Foreign,ja,予言,Entertainment Farm,01-01-04,0,95.0,C
,0,Horror,en,The Craving,#VALUE!,01-01-08,0,98.0,C
,0,Comedy,en,American High School,Sunfilm Entertainment,07-04-09,0,86.0,E
,0,Comedy,en,Jusqu'à toi,Quad Productions,29-07-09,0,81.0,D
,0,Adventure,en,Journey to the Center of the Earth,#VALUE!,07-07-99,0,180.0,C
,0,Comedy,en,My Big Fat Independent Movie,Film Threat DVD,04-03-05,0,80.0,E
,0,Comedy,en,The Bogus Witch Project,#VALUE!,19-08-00,0,85.0,E
,210000,Comedy,en,The Cook,Red Gourmet Productions,01-04-08,0,85.0,D
,0,Comedy,en,Irish Jam,#VALUE!,01-01-06,0,94.0,D
,0,TV Movie,en,12 Days of Christmas Eve,Alberta Film Entertainment,07-12-04,0,89.0,D
Bloodsport Collection,0,Action,en,Bloodsport III,FM Entertainment International N.V.,05-12-96,0,91.0,D
,0,Documentary,en,The Startup Kids,#VALUE!,01-12-12,0,55.0,C
,175000000,Adventure,en,The Good Dinosaur,Walt Disney Pictures,14-11-15,331926147,93.0,C
,53000000,Crime,en,Black Mass,Infinitum Nihil,04-09-15,98837872,122.0,C
James Bond Collection,245000000,Action,en,Spectre,Columbia Pictures,26-10-15,880674609,148.0,C
Killer Tomatoes! Collection,0,Action,en,Killer Tomatoes Strike Back!,#VALUE!,14-11-91,0,87.0,D
Golgo 13 Collection,0,Crime,ja,ゴルゴ13,Saito Entertainment,07-05-83,0,91.0,C
,0,Western,it,Il grande duello,#VALUE!,29-12-72,0,98.0,C
,0,Comedy,en,The Hottie & The Nottie,#VALUE!,08-02-08,0,91.0,E
,0,Comedy,en,Senior Skip Day,Alla Prima Productions,06-05-08,0,92.0,D
,0,Comedy,it,Vacanze Di Natale '91,#VALUE!,20-12-91,0,112.0,D
,0,Comedy,it,Una botta di vita,Italian International Film,30-12-88,0,106.0,C
,0,Comedy,it,Il marchese del Grillo,Gaumont,22-12-81,0,135.0,B
,0,Drama,it,L'ingorgo,Clesi Cinematografica,12-01-79,0,121.0,C
,0,Drama,it,Lo scopone scientifico,Dino de Laurentiis Cinematografica,08-10-72,0,113.0,B
,0,Comedy,it,Le coppie,#VALUE!,,,,E
,0,Drama,it,Detenuto in attesa di giudizio,Documento Film,27-10-71,0,0.0,C
Il medico della mutua Collection,0,Comedy,it,Il medico della mutua,Explorer Film ,23-10-68,0,0.0,C
,0,Drama,it,Le fate,Documento Film,14-09-66,0,110.0,C
,0,Comedy,it,Bello, onesto, emigrato Australia sposerebbe compaesana illibata,Documento Films,01-01-71,0,107.0,C
,0,Comedy,it,Il Boom,#VALUE!,24-09-63,0,97.0,C
,0,Comedy,it,Il diavolo,#VALUE!,22-12-63,0,0.0,C
,0,Drama,it,Il maestro di Vigevano,Dino de Laurentiis Cinematografica,24-12-63,0,105.0,C
,0,Drama,it,Una vita difficile,#VALUE!,19-12-61,0,118.0,A
,0,Adventure,en,The Best of Enemies,Dino de Laurentiis Cinematografica,26-10-61,0,104.0,B
,0,Comedy,it,Il vigile,#VALUE!,01-01-60,0,,B
,0,Drama,it,Tutti a casa,#VALUE!,27-10-60,0,0.0,C
,0,Comedy,it,Brevi amori a Palma di Majorca,Società Generale Cinematografica,25-03-60,0,98.0,C
,0,Drama,it,I Magliari,#VALUE!,23-09-59,0,132.0,D
,0,Comedy,it,Il vedovo,#VALUE!,01-01-59,0,87.0,B
,0,Romance,it,Il segno di Venere,Titanus,12-03-55,0,101.0,C
,0,Comedy,it,Un eroe dei nostri tempi,#VALUE!,,,,E
,0,Comedy,it,Il conte Max,#VALUE!,01-01-57,0,,C
,0,Comedy,it,L'arte di arrangiarsi,#VALUE!,28-12-54,0,0.0,C
,0,Comedy,en,Hooking Up,Bipolar Films,01-01-09,0,95.0,E
,0,Animation,en,Rover Dangerfield,Warner Bros. Family Entertainment,02-08-91,0,74.0,C
,0,Horror,en,Night of the Demon,Aldan Company,04-02-80,0,97.0,D
Dracula 2000 Collection,3500000,Horror,en,Dracula III: Legacy,Castel Film Romania,01-01-05,0,86.0,D
,0,Comedy,ja,Oppai Chanbara,#VALUE!,06-06-08,0,66.0,E
Cross Collection,2000000,Action,en,Cross,Truth and Soul Pictures Inc,12-07-11,0,105.0,D
,0,Action,en,The Terminators,#VALUE!,28-04-09,0,89.0,D
,0,Horror,en,Pinocchio's Revenge,Trimark Pictures,07-10-96,0,96.0,D
,0,Drama,pt,Que Horas Ela Volta?,Gullane Entretenimento S.A.,08-02-15,0,110.0,B
,0,Comedy,en,Ninja Academy,Omega Entertainment,17-08-89,0,120.0,D
,340000,Comedy,en,Noobz,Wunderkind Pictures,25-01-13,0,90.0,C
,0,Comedy,en,American Animal,#VALUE!,18-05-12,0,95.0,C
The Howling Collection,0,Horror,en,The Howling: Reborn,Sunfilm Entertainment,18-10-11,0,92.0,D
,0,Thriller,fr,Storm,Unified Film Organization (UFO),11-09-99,0,104.0,C
The Boogeyman Collection,4500000,Horror,en,Boogeyman 2,Ghost House Pictures,20-10-07,0,93.0,C
Bad Kids Collection,0,Comedy,en,Bad Kids Go To Hell,#VALUE!,07-12-12,0,91.0,D
,0,Thriller,en,Hansel & Gretel: Warriors of Witchcraft,Rapid Heart Pictures,22-01-13,0,83.0,E
,0,Drama,es,18 Comidas,#VALUE!,,,,E
,0,Drama,en,Last Train to Freo,Longway Films,14-09-06,0,89.0,D
,800000,Fantasy,en,The Wicked,A. C. I. Films,20-03-13,0,105.0,D
,0,Horror,en,Sanitarium,Highland Film Group,01-03-13,0,106.0,D
,0,Animation,en,Achmed Saves America,Levity Entertainment Group,18-03-14,0,60.0,C
,0,Action,en,Android Cop,The Asylum,04-02-14,0,88.0,D
,0,Adventure,en,Hercules Reborn,The Asylum,08-07-14,0,90.0,D
,0,Comedy,en,Freshman Orientation,Persistent Entertainment,18-01-04,0,91.0,C
,0,Drama,en,Smart House,Alan Sacks Productions,26-06-99,0,82.0,C
,0,Comedy,en,The Brass Bottle,Universal Pictures,20-05-64,0,87.0,C
,0,Thriller,en,Four Assassins,#VALUE!,14-05-13,0,83.0,D
,0,TV Movie,en,Scooby-Doo! and the Reluctant Werewolf,#VALUE!,01-01-88,0,80.0,C
,0,Animation,en,Scooby-Doo on Zombie Island,Warner Bros.,22-09-98,0,77.0,B
,0,Animation,en,Scooby-Doo! and the Monster of Mexico,#VALUE!,01-01-03,0,75.0,C
,0,Family,en,Scooby-Doo! Stage Fright,#VALUE!,20-08-13,0,75.0,B
,0,Animation,en,Superman: Brainiac Attacks,DC Comics,20-06-06,0,75.0,C
,0,Comedy,en,Sex and the Teenage Mind,#VALUE!,01-01-02,0,90.0,C
,0,Action,en,Avengers Grimm,The Asylum,17-03-15,0,90.0,D
,0,Drama,en,Glass House: The Good Mother,Destination Films,03-10-06,0,90.0,C
,0,Comedy,it,Sottozero,#VALUE!,01-01-87,0,,C
,0,Comedy,it,Satyricon,Arco Film,27-03-69,0,120.0,B
Il tassinaro,0,Comedy,it,Il tassinaro,#VALUE!,01-01-83,0,0.0,C
,0,,it,Io so che tu sai che io so,#VALUE!,01-01-82,0,0.0,B
,0,Comedy,it,In viaggio con papà,#VALUE!,,,,E
,0,,it,Finché c'è guerra c'è speranza,#VALUE!,20-12-74,0,0.0,B
,0,Action,en,Mortal Kombat: The Journey Begins,Threshold Entertainment,28-08-95,0,54.0,A
,5000,Comedy,en,Red Victoria,#VALUE!,01-03-08,0,88.0,C
,0,Action,en,Mega Man,#VALUE!,07-05-10,0,93.0,D
Street Fighter Collection,0,Animation,en,Street Fighter: Round One - FIGHT!,Eagle One Media,03-02-09,0,80.0,D
Sharknado Collection,0,TV Movie,en,Sharknado 3: Oh Hell No!,The Asylum,22-07-15,0,88.0,D
The Scorpion King Collection,0,Action,en,The Scorpion King: Quest for Power,Universal Pictures,09-01-15,0,105.0,D
,0,Adventure,en,Scooby-Doo! Moon Monster Madness,Warner Home Video,17-02-15,0,72.0,C
,0,,en,My Date with the President's Daughter,Buena Vista,19-04-98,0,93.0,C
,0,Action,it,Bersaglio altezza uomo,#VALUE!,08-03-79,0,89.0,E
,0,Horror,en,Lo strangolatore di Vienna,HIFI Stereo 70 Kg,18-02-71,0,83.0,C
,0,Action,en,Chill Out, Scooby-Doo!,Hanna-Barbera Productions,04-09-07,0,90.0,C
,0,TV Movie,en,Scooby-Doo and the Ghoul School,Hanna-Barbera Productions,01-01-88,0,90.0,C
,0,Animation,en,Scooby-Doo and the Alien Invaders,#VALUE!,01-01-00,0,74.0,C
,0,Animation,en,Scooby-Doo! and the Cyber Chase,Hanna-Barbera Productions,09-10-01,0,75.0,C
,0,Animation,en,Scooby-Doo! in Where's My Mummy?,#VALUE!,24-11-05,0,75.0,C
,0,Animation,en,Scooby-Doo! and the Samurai Sword,#VALUE!,01-01-09,0,74.0,B
,0,Animation,en,Scooby-Doo! And the Legend of the Vampire,Warner Bros.,04-03-03,0,72.0,C
,0,Family,en,Aloha Scooby-Doo!,#VALUE!,01-01-05,0,70.0,C
,0,Animation,en,Scooby-Doo Meets the Boo Brothers,#VALUE!,01-11-87,0,94.0,C
,0,Animation,en,Scooby-Doo! Pirates Ahoy!,#VALUE!,01-01-06,0,80.0,C
,0,Animation,en,Scooby-Doo! and the Goblin King,#VALUE!,01-01-08,0,75.0,C
,0,Animation,en,Scooby-Doo! and the Loch Ness Monster,Hanna-Barbera Productions,21-06-04,0,74.0,C
,0,Animation,en,Big Top Scooby-Doo!,Warner Bros. Animation,22-10-12,0,81.0,C
,0,Mystery,en,Scooby-Doo! Legend of the Phantosaur,#VALUE!,06-09-11,0,75.0,C
,0,Animation,en,Scooby-Doo Goes Hollywood,Hanna-Barbera Productions,21-10-79,0,60.0,C
,0,Animation,en,Scooby-Doo! Mask of the Blue Falcon,Warner Bros. Home Video,15-12-12,0,78.0,B
,0,Animation,en,Scooby-Doo! Music of the Vampire,Warner Bros. Animation,13-03-12,0,79.0,C
,0,Family,en,Scooby-Doo! Adventures: The Mystery Map,#VALUE!,22-07-13,0,42.0,C
,0,Animation,en,The Flintstones & WWE: Stone Age Smackdown,Warner Bros. Animation,17-03-15,0,52.0,C
,0,Animation,en,The Jetsons Meet the Flintstones,Hanna-Barbera Productions,01-01-87,0,89.0,D
,0,Drama,en,Quints,Disney Channel,18-08-00,0,83.0,C
,0,TV Movie,en,Drake And Josh Go Hollywood,Nickelodeon Movies,01-01-06,0,120.0,C
,0,Drama,it,Sbatti il mostro in prima pagina,Jupiter Generale Cinematografica,19-10-72,0,90.0,C
,0,Comedy,it,Letti selvaggi,Corona Cinematografica,16-03-79,0,106.0,D
,0,,it,Bisturi, la mafia bianca,#VALUE!,25-08-73,0,0.0,D
,0,Comedy,it,Le dolce signore,Paramount Pictures,02-02-68,0,88.0,E
,0,Drama,fr,Anni difficili,bruguglio films,09-09-48,0,90.0,D
,0,Drama,it,L'onorevole Angelina,Lux Film,12-11-47,0,90.0,C
,0,Crime,en,The Executioner's Song,#VALUE!,,,,E
,0,,en,Io ho paura,#VALUE!,06-10-77,0,0.0,C
,0,Drama,it,Confessione di un commissario di polizia al procuratore della Repubblica,#VALUE!,,,,E
,0,Thriller,it,L'istruttoria è chiusa: dimentichi,Fair Film,27-10-71,0,106.0,E
,0,Crime,it,La polizia incrimina la legge assolve,#VALUE!,12-08-73,0,100.0,C
,0,Action,ja,Kiba okaminosuke,Toei Tokyo,19-11-66,0,75.0,B
,0,Comedy,de,Pappa ante Portas,#VALUE!,21-02-91,0,84.0,B
,0,Comedy,en,Bill Maher: I'm Swiss,Kid Love Productions,30-07-05,0,99.0,C
,0,Comedy,en,Bill Maher: Live From DC,#VALUE!,12-09-14,0,60.0,C
,0,Comedy,en,Sprængfarlig bombe,#VALUE!,,,,E
,0,Animation,en,Dinotasia,#VALUE!,04-05-12,0,83.0,D
,66260,Animation,en,Ferdinand the Bull,RKO Radio Pictures, Inc.,23-11-38,0,8.0,C
,0,Comedy,en,Gabriel Iglesias: Hot and Fluffy,Levity Productions,04-08-07,0,60.0,C
George Carlin Comedy Collection,0,Comedy,en,George Carlin: Back in Town,#VALUE!,11-03-96,0,63.0,B
George Carlin Comedy Collection,0,Comedy,en,George Carlin: You Are All Diseased,Cable Stuff Productions,06-02-99,0,65.0,B
Ghost in the Shell Collection,0,Action,ja,攻殻機動隊 2.0,Production I.G.,12-07-08,0,85.0,B
Hellboy (Animated) Collection,0,TV Movie,en,Hellboy Animated: Sword of Storms,#VALUE!,,,,E
,0,Animation,en,How to Play Football,#VALUE!,,,,E
,0,Adventure,en,Iron Man & Captain America: Heroes United,#VALUE!,,,,E
,0,Comedy,en,Jeff Dunham: Arguing with Myself,Levity Productions,11-04-06,0,76.0,C
,0,Comedy,en,Jeff Dunham: Spark of Insanity,Levity Productions,17-09-07,0,80.0,C
,0,Comedy,en,Jeff Ross Roasts America,#VALUE!,11-08-12,0,60.0,B
,0,Comedy,en,Jim Gaffigan: Beyond the Pale,Chimichanga Productions,07-02-06,0,72.0,B
,0,Comedy,en,John Oliver: Terrifying Times,#VALUE!,20-04-08,0,56.0,B
Kim Possible Collection,0,Action,en,Kim Possible: A Sitch in Time,#VALUE!,21-10-04,0,66.0,C
,0,,en,Larry David: Curb Your Enthusiasm,#VALUE!,17-10-99,0,57.0,C
,0,Comedy,en,Kevin Hart: Laugh at My Pain,Comedy Central Films,09-09-11,0,89.0,B
Anja & Viktor Collection,0,Comedy,da,Anja og Viktor - Kærlighed ved første hik,Regner Grasten Film,15-10-99,0,85.0,B
,0,Animation,fr,Oktapodi,#VALUE!,01-01-07,0,3.0,C
,0,Animation,en,One Froggy Evening,Warner Bros. Pictures,30-12-55,0,7.0,B
,0,Comedy,en,Pablo Francisco: Bits and Pieces,#VALUE!,27-07-04,0,50.0,B
,0,Animation,en,Pluto's Blue Note,RKO Radio Pictures, Inc.,26-12-47,0,7.0,C
Prep & Landing Collection,0,Animation,en,Prep & Landing,Walt Disney Animation Studios,24-12-09,0,22.0,C
Robot Chicken: Star Wars Collection,0,Animation,en,Robot Chicken: Star Wars,Lucasfilm,17-07-07,0,23.0,C
,0,Comedy,en,Sexaholix... A Love Story,#VALUE!,01-01-02,0,92.0,C
,0,Animation,en,Terror on the Midway,Fleischer Studios,30-08-42,0,8.0,C
,0,Foreign,en,Ishqiya,Shemaroo,29-01-10,0,115.0,C
,0,Crime,en,Chandni Bar,#VALUE!,28-09-01,0,150.0,D
,0,Comedy,hi,Dev.D,UTV Spotboy Motion Pictures,06-02-09,0,144.0,B
,0,Comedy,en,Khosla Ka Ghosla!,UTV Motion Pictures,22-09-06,0,135.0,C
,0,Comedy,en,Pablo Francisco: They Put it Out There,#VALUE!,22-11-11,0,75.0,C
,15719,Animation,en,Three Little Pigs,Walt Disney Production,27-05-33,0,8.0,C
Tom and Jerry Collection,0,Animation,en,Tom and Jerry: Shiver Me Whiskers,Warner Home Video,21-08-06,0,74.0,C
,0,Drama,en,True North,Makar Productions,11-09-06,0,96.0,C
,0,Drama,en,One Kine Day,#VALUE!,11-03-11,0,0.0,E
,0,Drama,cn,五個孩子的校長,Sil-Metropole Organisation,19-03-15,0,112.0,B
,0,Comedy,en,Jeff Dunham: All Over the Map,Levity Productions,18-11-14,0,41.0,C
,0,Comedy,en,Jeff Dunham: Minding the Monsters,#VALUE!,07-10-12,0,80.0,C
,0,Comedy,en,Jeff Dunham: Controlled Chaos,#VALUE!,,,,E
,0,Comedy,en,Jeff Dunham: Jeff Dunham's Very Special Christmas Special,Levity Productions,16-11-08,0,85.0,C
,0,Drama,cn,門徒,Mediacorp Raintree Pictures,13-04-07,0,106.0,C
,0,Drama,en,Stop the Pounding Heart,#VALUE!,05-12-13,0,101.0,B
The Amityville Horror Collection,0,Horror,en,The Amityville Playhouse,#VALUE!,23-06-15,0,99.0,D
Thunder in Paradise Collection,0,,en,Thunder in Paradise,#VALUE!,22-09-93,0,104.0,C
,0,TV Movie,en,Miracle In Lane 2,#VALUE!,13-05-00,0,89.0,C
Pokémon Collection,0,Action,ja,劇場版ポケットモンスターアドバンスジェネレーション 七夜の願い星 ジラーチ,4 Kids Entertainment,19-07-03,0,81.0,C
Ator Collection,0,Adventure,en,Quest for the Mighty Sword,Filmirage,01-01-90,0,94.0,D
,0,Animation,en,Grandma Got Run Over by a Reindeer,#VALUE!,31-10-00,0,51.0,C
,0,Horror,en,Cassadaga,Cassadaga Film Production,22-10-11,0,108.0,D
,0,Action,en,Teen Titans: Trouble in Tokyo,DC Comics,15-09-06,0,75.0,C
,0,Comedy,en,The FP,Drafthouse Films,13-03-11,0,82.0,D
,3000000,Family,en,Mickey's Christmas Carol,Walt Disney Productions,19-10-83,21000000,26.0,B
,0,Comedy,en,My Pet Monster,#VALUE!,01-01-86,0,60.0,D
Puppet Master Collection,0,Horror,en,Puppet Master X: Axis Rising,#VALUE!,15-09-12,0,86.0,D
The Gingerdead Man Collection,0,Comedy,fr,Gingerdead Man 2: Passion of the Crust,#VALUE!,04-07-08,0,80.0,C
The Gingerdead Man Collection,0,Horror,en,Gingerdead Man 3: Saturday Night Cleaver,#VALUE!,13-09-11,0,78.0,D
Evil Bong Collection,0,Horror,en,Gingerdead Man vs. Evil Bong,Full Moon Features,29-10-13,0,80.0,D
,0,Documentary,en,Sirius,#VALUE!,23-04-13,0,110.0,C
,0,Family,en,Kung Fu Panda: Secrets of the Masters,DreamWorks Animation,12-12-11,0,24.0,C
,5000000,Action,en,Bulletproof,Bulletproof Productions,20-04-88,807947,94.0,C
,0,,en,Shelter Island,#VALUE!,01-01-11,0,0.0,E
,30000000,Drama,en,Steve Jobs,Universal Pictures,09-10-15,34441873,122.0,C
,15000000,History,en,Macbeth,Studio Canal,16-08-15,12601706,113.0,C
,0,,it,Il mantenuto,#VALUE!,26-12-61,0,,E
,0,Drama,fr,Cyanure,Item 7,26-02-13,0,103.0,C
,0,Drama,fr,Fracture,#VALUE!,29-11-10,0,0.0,C
Green Street Hooligans Collection,0,Action,en,Green Street Hooligans: Underground,Tea Shop & Film Company,01-01-13,0,90.0,C
,0,Comedy,fr,Les Petits princes,EuropaCorp,26-06-13,0,0.0,C
,0,Science Fiction,fr,The Prodigies,Onyx Films,07-06-11,0,87.0,C
,0,Comedy,fr,Je vous aime très beaucoup,Mazel Productions,10-11-10,0,91.0,C
,0,Fantasy,fr,Nos amis les Terriens,Les Films 13,18-04-07,0,85.0,C
,0,Comedy,cs,Knoflíkáři,#VALUE!,05-10-97,0,102.0,C
,0,TV Movie,en,Santa Claus Is Comin' to Town,Rankin/Bass Productions,14-12-70,0,48.0,C
,0,TV Movie,en,The Thirteenth Year,#VALUE!,15-05-99,0,95.0,C
,0,TV Movie,en,Freaky Friday,#VALUE!,06-05-95,0,86.0,C
,0,Family,en,Dear Dumb Diary,Walden Media,06-09-13,0,84.0,C
,0,Animation,en,Mickey's Trailer,RKO Radio Pictures, Inc.,06-05-38,0,7.0,C
"s Vacation Collection"", ",31000000,Comedy,en,Vacation,New Line Cinema,28-07-15,104384188,99.0,C
,0,Drama,ko,후궁: 제왕의 첩,Lotte Entertainment,06-06-12,0,122.0,C
,0,Thriller,en,Creep,Blumhouse Productions,23-06-14,0,82.0,C
,0,Comedy,en,#1 Cheerleader Camp,#VALUE!,27-07-10,0,95.0,D
,0,Documentary,fr,Le chant du Styrène,Les Films de la Pléiade,30-09-59,0,19.0,C
,0,Documentary,fr,L'amour existe,Les Films de la Pléiade,11-02-60,0,21.0,D
,0,Drama,en,Charlotte et son Jules,#VALUE!,,,,E
,0,Comedy,es,El gran calavera,Ultramar Films,25-11-49,0,92.0,C
,0,Documentary,pl,Urzad,PWSTiF,01-01-66,0,5.0,C
,0,Drama,pl,Tramwaj,Lodz Film School,01-01-66,0,5.0,C
Pokémon Collection,0,Action,ja,神速のゲノセクト ミュウツー覚醒,Universal Pictures,13-07-13,50000000,72.0,C
Pokémon Collection,0,Animation,ja,アルセウス 超克の時空へ,Universal Pictures,18-07-09,50673078,94.0,C
Pokémon Collection,0,Adventure,ja,ディアルガVSパルキアVSダークライ,#VALUE!,14-07-07,42238454,90.0,C
Pokémon Collection,0,Adventure,ja,劇場版ポケットモンスターアドバンスジェネレーション ミュウと波導の勇者　ルカリオ,#VALUE!,,,,E
See No Evil Collection,0,Horror,en,See No Evil 2,LionsGate,20-10-14,0,90.0,D
,0,Comedy,en,Clerks - The Flying Car,#VALUE!,27-02-02,0,7.0,C
,0,,en,Clerks: The Lost Scene,#VALUE!,07-09-04,0,9.0,B
,0,Action,en,Jurassic City,Little Dragon Productions,31-12-14,0,88.0,C
,0,Adventure,en,Dinosaur Island,Extinct Production,01-09-14,0,90.0,D
The Pact Collection,0,Mystery,en,The Pact II,Preferred Film & TV,05-09-14,0,96.0,D
The Ouija Experiment Collection,0,Horror,en,The Ouija Experiment 2: Theatre of Death,La Luna Entertainment,13-01-15,0,86.0,E
,0,Adventure,en,Back to the Jurassic,#VALUE!,09-06-15,0,86.0,C
,0,Drama,en,Madame Bovary,A Company Filmproduktionsgesellschaft,04-06-15,0,118.0,C
,3200000,Action,en,Turkey Shoot,F.G. Film Productions,04-12-14,0,90.0,D
,0,Thriller,en,Bound,The Asylum,09-01-15,0,90.0,D
,0,Comedy,en,Balls Out,Raindance Entertainment,19-04-14,0,100.0,D
,0,Thriller,en,Phantom Halo,Optimism Entertainment,19-06-15,0,87.0,C
,0,Thriller,en,The Face of an Angel,Revolution Films,06-09-14,0,100.0,D
,4000000,Drama,en,Manglehorn,Worldview Entertainment,03-06-15,143101,97.0,C
,0,Romance,en,Old Fashioned,Motion Picture Pro Studios,18-10-14,0,115.0,C
,0,Comedy,en,Larry Gaye: Renegade Male Flight Attendant,Ascot Elite Home Entertainment,05-06-15,0,99.0,C
,2,Family,pt,Hoovey,EchoLight Studios,31-01-15,0,90.0,C
,0,Crime,en,Wild Horses,Patriot Pictures,05-06-15,0,100.0,D
,20000000,Comedy,en,Search Party,Universal Studios,30-10-14,0,93.0,C
,500000,Thriller,en,The Living,Shooting Films,26-06-14,0,89.0,C
,0,Family,en,Maya the Bee Movie,Zweites Deutsches Fernsehen (ZDF),11-09-14,0,79.0,C
,3400000,Thriller,en,Extinction Jurassic Predators 2017,Pinnacle Media,10-03-17,0,100.0,E
,0,Action,en,Tooken,Elevative Entertainment,26-05-15,0,81.0,D
,0,Family,en,Battle For SkyArk,Mr.Monster,18-05-15,0,88.0,D
,0,Thriller,en,The Scopia Effect,Big Eye,01-11-14,0,130.0,C
,0,Action,ja,Party 7,Tohokushinsha Film,27-09-00,0,104.0,C
,0,Comedy,en,After the Ball,Myriad Pictures,27-02-15,161820,101.0,C
,0,Mystery,en,Private Number,#VALUE!,01-05-15,0,95.0,D
,0,Horror,en,Wild in Blue,Nero Films,05-05-14,0,82.0,D
,0,Comedy,en,Helicopter Mom,American Film Productions,24-04-15,0,81.0,C
,0,Drama,en,See You In Valhalla,Tarnol Group Pictures,24-04-15,0,82.0,C
,0,Thriller,en,Absolution,Steamroller Productions,04-05-15,0,95.0,D
,9000000,Thriller,en,Skin Trade,SC Films International,07-11-14,0,96.0,C
,0,Adventure,en,The Four Warriors,#VALUE!,13-07-15,0,95.0,E
,0,Drama,it,Prova a volare,#VALUE!,24-08-07,0,0.0,C
,0,,en,Cinema of Vengeance,#VALUE!,01-01-94,0,85.0,B
,0,Thriller,it,La Notte del mio primo amore,#VALUE!,11-08-06,0,82.0,D
,0,,it,Parole sante,#VALUE!,01-01-07,0,,E
,0,Science Fiction,es,Moebius,#VALUE!,17-10-96,0,88.0,C
,7000000,Horror,en,Where the Devil Hides,LD Entertainment,10-10-14,0,86.0,D
,0,Horror,en,The Mummy Resurrected,Halcyon International Pictures,01-03-14,0,80.0,D
,0,Comedy,en,Dial a Prayer,#VALUE!,01-01-15,0,98.0,C
,0,Drama,en,The Last Time You Had Fun,#VALUE!,07-04-15,0,82.0,C
,0,Comedy,en,In Security,#VALUE!,28-04-14,0,93.0,D
,0,Fantasy,en,Axe Giant - The Wrath of Paul Bunyan,P13 Entertainment,25-04-13,0,90.0,E
,0,War,en,Faith of Our Fathers,Pure Flix Entertainment,01-07-15,0,96.0,A
,0,Drama,es,La Sirga,Film Tank,19-05-12,0,88.0,C
,0,Comedy,en,Bedtime for Bonzo,#VALUE!,05-04-51,0,83.0,B
,0,,it,Un'estate al mare,Medusa Film,27-06-08,0,0.0,D
,0,Comedy,en,UncuT: Member Only,Millennium Storm,31-03-03,0,78.0,C
,0,Comedy,it,Sogni d'oro,#VALUE!,10-09-81,0,105.0,C
,0,Drama,en,The Brooke Ellison Story,#VALUE!,01-01-04,0,91.0,C
,0,Drama,en,The Dive from Clausen's Pier,#VALUE!,25-07-05,0,86.0,E
,0,Comedy,fr,Un ticket pour l'espace,Gaumont,16-01-06,2,90.0,C
,0,Documentary,en,Champs,#VALUE!,13-03-15,0,86.0,C
,0,Thriller,en,In ascolto - The Listening,#VALUE!,28-04-06,0,105.0,C
,0,Documentary,it,Pasolini prossimo nostro,#VALUE!,24-11-06,0,58.0,D
,0,Comedy,en,Sherman's Way,#VALUE!,29-02-08,0,97.0,D
,0,Adventure,en,Postman Pat: The Movie,#VALUE!,23-05-14,0,88.0,D
,0,Science Fiction,en,Random Quest,#VALUE!,26-11-06,0,60.0,C
Love in a... Collection,0,Comedy,cn,春嬌與志明,#VALUE!,30-03-12,0,112.0,C
,0,,en,Christian Mingle,Home Theater Films,10-10-14,0,99.0,C
,0,Comedy,en,Fishing Naked,42 Productions,08-05-15,0,100.0,D
,0,Comedy,en,The Squeeze,JAM Films,17-04-15,0,95.0,D
,0,Thriller,en,Fractured,#VALUE!,,,,E
,0,Horror,en,From the Dark,MPI Pictures,14-04-14,0,90.0,C
,8000000,Drama,en,Careful What You Wish For,Hyde Park Entertainment,06-05-15,0,91.0,C
,0,Thriller,en,Any Day,Jaguar Entertainment,27-03-15,0,100.0,C
,0,Drama,en,3 Nights in the Desert,New Artists Alliance,06-02-15,0,90.0,D
,0,Horror,en,Nailbiter,SenoReality Pictures,28-05-13,0,82.0,D
,0,Drama,en,Eat,#VALUE!,06-07-14,0,92.0,D
,0,Horror,en,Zombie Resurrection,Charmed Apocalypse Pictures,25-10-14,0,79.0,D
,0,Horror,en,Let Us Prey,Makar Productions,17-04-14,0,88.0,C
,21000000,Adventure,en,Robot Overlords,British Film Institute (BFI),29-01-15,0,90.0,D
,0,Comedy,en,Russell Madness,Air Bud Entertainment,21-02-15,0,92.0,C
,250,Romance,en,Along the Roadside,Metakwon Filmworks,28-02-13,0,118.0,B
,2,Horror,en,Attack of the Sabretooth,#VALUE!,14-07-05,0,90.0,E
,0,Romance,en,The Millennials,#VALUE!,10-03-15,0,82.0,E
,0,Drama,en,X/Y,#VALUE!,19-04-14,0,82.0,D
Bad Ass Collection,5300000,Comedy,en,Bad Asses on the Bayou,Sense and Sensibility Ventures,06-03-15,0,85.0,C
,0,Mystery,en,Silent Retreat,#VALUE!,12-01-16,0,92.0,D
